Attribute,Attribute Value,Label,Expected Score,fold_num
race,African-American,1,0.28142115896827385,0
race,African-American,0,0.1956870093211138,0
race,Caucasian,0,0.19107697679410016,0
race,Caucasian,1,0.2797920018684176,0
race,Other,0,0.1479882542336582,0
race,Other,1,0.20186559105490193,0
sex,male,1,0.27931128144698997,0
sex,male,0,0.19093660297643078,0
sex,female,0,0.19027003345765842,0
sex,female,1,0.28018597480849267,0
race,Caucasian,1,0.28209876702213543,1
race,Caucasian,0,0.19269941258906184,1
race,Other,1,0.25633802819998835,1
race,Other,0,0.15547462171638943,1
race,African-American,0,0.1907960845436364,1
race,African-American,1,0.29032233579779765,1
sex,male,1,0.2866199622910339,1
sex,male,0,0.19162897808965967,1
sex,female,0,0.19083426544715518,1
sex,female,1,0.27553923571185013,1
race,African-American,0,0.1925517269632031,2
race,African-American,1,0.2830061241569563,2
race,Caucasian,0,0.19197584026304834,2
race,Caucasian,1,0.28358779984154503,2
race,Other,0,0.15107332665220666,2
race,Other,1,0.21074507031282483,2
sex,male,0,0.1904568779755551,2
sex,male,1,0.28311105035627493,2
sex,female,0,0.19227727517640292,2
sex,female,1,0.2828665957097249,2
race,Caucasian,0,0.19171783554944447,3
race,Caucasian,1,0.28574599365330483,3
race,African-American,0,0.19330770230571373,3
race,African-American,1,0.28635051139786716,3
race,Other,0,0.15057737214487033,3
race,Other,1,0.19506460702039294,3
sex,male,0,0.1915944658487489,3
sex,male,1,0.2857504158181215,3
sex,female,0,0.18922015315327909,3
sex,female,1,0.28402115277379275,3
race,Caucasian,0,0.19184823120295644,4
race,Caucasian,1,0.2836762642066222,4
race,Other,0,0.15208215851476023,4
race,Other,1,0.19726716032892821,4
race,African-American,0,0.19449074501102223,4
race,African-American,1,0.28421358203862307,4
sex,female,0,0.19307726231357908,4
sex,female,1,0.28276066675204775,4
sex,male,0,0.19047222629705507,4
sex,male,1,0.2832599286345261,4
